,0,1,2
0,BHARTIARTL,362.75,Up
1,SRIPIPES,198.55,Up
2,SIEMENS,1357.65,Up
3,INDIGO,1635.75,Up
4,CREATIVEYE,1.8,Down
5,BALRAMCHIN,147.9,Up
6,UCOBANK,19.4,Up
7,GARFIBRES,1248.05,Up
8,MIL,6.95,Up
9,IDFC,37.65,Up
10,VINATIORGA,2254.2,Up
11,HDFCLIFE,489.1,Up
