,0,1,2
0,BHARTIARTL,362.75,Up
1,SIEMENS,1357.65,Up
2,MIL,6.95,Up
3,INDIGO,1635.75,Up
4,HDFCLIFE,489.1,Up
5,UCOBANK,19.4,Up
6,IDFC,37.65,Up
7,VINATIORGA,2254.2,Up
8,BALRAMCHIN,147.9,Up
9,GARFIBRES,1248.05,Up
10,CREATIVEYE,1.8,Down
11,SRIPIPES,198.55,Up
